col-1 : x.ma100309_rel_withdbg.z12a_c32r128.pk1
col-2 : x.ma100339_rel_withdbg.z12a_c32r128.pk1

col-1	col-2
89407	84479	hot-points_range=100
883163	882523	point-query_range=100
75575	73638	points-covered-pk_range=100
32411	71612	points-covered-si_range=100
73166	71639	points-notcovered-pk_range=100
25272	40336	points-notcovered-si_range=100
7935	7501	random-points_range=1000
73504	72004	random-points_range=100
430806	423208	random-points_range=10
469179	465687	range-covered-pk_range=100
462946	468488	range-covered-si_range=100
438178	431447	range-notcovered-pk_range=100
78438	74666	range-notcovered-si_range=100
148300	141804	read-only-count_range=1000
325189	321630	read-only-distinct_range=1000
436501	431920	read-only-order_range=1000
20721	20572	read-only_range=10000
650307	640582	read-only_range=100
796125	780045	read-only_range=10
551008	542569	read-only-simple_range=1000
654234	638862	read-only-sum_range=1000
5092	4789	scan_range=100
5139	4892	scan.warm_range=100
207814	247804	delete_range=100
103932	117201	insert_range=100
524023	513330	read-write_range=100
583279	576453	read-write_range=10
92985	106884	update-index_range=100
36224	37671	update-inlist_range=100
104975	117530	update-nonindex_range=100
67020	74289	update-one_range=100
105521	116780	update-zipf_range=100
270573	286552	write-only_range=10000
