hot-points_range=100,107108,110739
point-query_range=100,1047017,1004558
points-covered-pk_range=100,89531,91265
points-covered-si_range=100,91476,92152
points-notcovered-pk_range=100,71961,72479
points-notcovered-si_range=100,71799,71779
random-points_range=1000,7897,8017
random-points_range=100,72794,73237
random-points_range=10,478334,469876
range-covered-pk_range=100,413514,401839
range-covered-si_range=100,409252,400968
range-notcovered-pk_range=100,193222,189071
range-notcovered-si_range=100,163404,161237
read-only-count_range=1000,29889,30090
read-only-distinct_range=1000,167707,167052
read-only-order_range=1000,171716,170538
read-only_range=10000,6982,6970
read-only_range=100,472744,463956
read-only_range=10,854807,829386
read-only-simple_range=1000,242569,239087
read-only-sum_range=1000,300506,297855
scan_range=100,2745,2767
scan.warm_range=100,2745,2776
delete_range=100,761087,739080
insert_range=100,351318,344822
read-write_range=100,481658,472073
read-write_range=10,722340,696815
update-index_range=100,220232,218145
update-inlist_range=100,116991,115566
update-nonindex_range=100,259418,255324
update-one_range=100,63135,69065
update-zipf_range=100,295838,299634
write-only_range=10000,508378,504293
