hot-points_range=100,0.26
point-query.pre_range=100,0.96
point-query_range=100,0.97
points-covered-pk.pre_range=100,0.83
points-covered-pk_range=100,0.85
points-covered-si.pre_range=100,0.77
points-covered-si_range=100,0.78
points-notcovered-pk.pre_range=100,0.94
points-notcovered-pk_range=100,0.96
points-notcovered-si.pre_range=100,0.64
points-notcovered-si_range=100,0.64
random-points.pre_range=1000,0.89
random-points.pre_range=100,0.94
random-points.pre_range=10,0.93
random-points_range=1000,0.91
random-points_range=100,0.96
random-points_range=10,0.95
range-covered-pk.pre_range=100,0.58
range-covered-pk_range=100,0.70
range-covered-si.pre_range=100,0.00
range-covered-si_range=100,0.00
range-notcovered-pk.pre_range=100,0.52
range-notcovered-pk_range=100,0.87
range-notcovered-si.pre_range=100,0.01
range-notcovered-si_range=100,0.01
read-only.pre_range=10000,0.70
read-only.pre_range=100,0.75
read-only.pre_range=10,0.88
read-only_range=10000,1.15
read-only_range=100,0.97
read-only_range=10,0.92
scan_range=100,1.26
delete_range=100,0.94
insert_range=100,0.96
read-write_range=100,0.24
read-write_range=10,0.63
update-index_range=100,0.90
update-inlist_range=100,1.15
update-nonindex_range=100,0.98
update-one_range=100,2.23
update-zipf_range=100,0.95
write-only_range=10000,0.90
